dt,register_dt,user_id,user_grade,playmode_cycle,playmode_type,playmode_cnt,sum_play_seconds
2023-05-13,2023-05-13,e2fd748c78a643f28beae757bbb3546b,Unknown,0,1,4,887.0
2023-05-13,2023-05-13,4ec4901c25a442a6bfc89505cb8f9873,Unknown,0,1,4,1161.0
2023-05-13,2023-05-13,3f57273d8ba548e09209a194b698760e,Unknown,0,1,4,1319.0
2023-05-13,2023-05-13,f7eed843606d4934a33ed7da31fc16e0,Unknown,0,1,4,1075.0
2023-05-13,2023-05-13,c8f055f595c24691b1521636b2f4157e,Unknown,0,1,4,890.0
2023-05-13,2023-05-13,892e7963ec9346d6884f410a47d6662a,Unknown,0,1,5,1253.0
2023-05-13,2023-05-13,e3fc4bf153cd4a50a12e862d5927651f,Unknown,0,1,5,1254.0
2023-05-13,2023-05-13,12987cacde2e4bc6b3db6b1a40fabef7,Unknown,0,1,5,990.0
2023-05-13,2023-05-13,71037418822347d3ab03043603ffda8c,Unknown,0,1,5,1053.0
2023-05-13,2023-05-13,f90314a1a8be47a083d269dfebe310db,Unknown,0,1,5,1417.0
2023-05-13,2023-05-13,f42aeeb5043a434aa3f6ee154bcb1f16,Unknown,0,1,5,1395.0
2023-05-13,2023-05-13,d66fa0f2058947b3af920ab84eb6ae75,Unknown,0,1,5,1027.0
2023-05-13,2023-05-13,5017b6b5868944279f18319e1fc73eb9,Unknown,0,1,5,984.0
2023-05-13,2023-05-13,a8441820d8804dfdbdbc7f74673ad437,Unknown,0,1,5,1018.0
2023-05-13,2023-05-13,e4d37f5674cf4043afbd8e3e3ae8732a,Unknown,0,1,5,1002.0
2023-05-13,2023-05-13,580d71f84e774c7fa5acc210634a1c36,Unknown,0,1,5,1259.0
2023-05-13,2023-05-13,1ba707aadcb14aa5addb7a4a14ddee49,Unknown,0,1,5,1048.0
2023-05-13,2023-05-13,5601ee0b8b5044a5a50054adaee988bb,Unknown,0,1,5,1325.0
2023-05-13,2023-05-13,eed72b484a5d4218acedf2db9b60a324,Unknown,0,1,5,1586.0
2023-05-13,2023-05-13,a4558473e21940f9a4dfc5bf39790483,Unknown,0,1,5,1214.0
2023-05-13,2023-05-13,97e29f2f31b4456799af34f5014a64fe,Unknown,0,1,5,1465.0
2023-05-13,2023-05-13,ef20e1a5cb7d4930bda3cc95045d944a,Unknown,0,1,5,1392.0
2023-05-13,2023-05-13,c52a8330487647ff89b3ca8196d5c20b,Unknown,0,1,6,1424.0
2023-05-13,2023-05-13,dfc42860f14a4f58b91aff30cb55524a,Unknown,0,1,6,1996.0
2023-05-13,2023-05-13,c2bb6b2a58844bd4b5914670eee665d5,Unknown,0,1,6,1255.0
2023-05-13,2023-05-13,fa083d63bf32464b901135d888500cfc,Unknown,0,1,6,1580.0
2023-05-13,2023-05-13,b784f46fdf7f433baea7f8a7f3d58938,Unknown,0,1,6,1312.0
2023-05-13,2023-05-13,108d267fd5c64faf8b49973e33325907,Unknown,0,1,6,1478.0
2023-05-13,2023-05-13,2ee41c6f78cf41a6a64b2b5c9c7cd125,Unknown,0,1,6,1727.0
2023-05-13,2023-05-13,9c5779ebbc7641a6bd584a9c8d9377aa,Unknown,0,1,6,1237.0
2023-05-13,2023-05-13,f98f407c79f74324954c58fba6dacaf1,Unknown,0,1,6,1418.0
2023-05-13,2023-05-13,ca68b8e13cd44adabca5f1d8380398aa,Unknown,0,1,6,1486.0
2023-05-13,2023-05-13,e67b7bf1eb394525a19bfa013f8efed4,Unknown,0,1,6,1801.0
2023-05-13,2023-05-13,39afe9f4676e4e8999dfb91603977e6a,Unknown,0,1,6,1687.0
2023-05-13,2023-05-13,130b8459b4c34de5a5856a6c6b1faada,Unknown,0,1,6,1459.0
2023-05-13,2023-05-13,d05716bd46e540d58412b1d29dc85837,Unknown,0,1,6,1024.0
2023-05-13,2023-05-13,3e61b69622ce40b2abb37c8d0c97e550,Unknown,0,1,6,1077.0
2023-05-13,2023-05-13,cb339af496944a0abea76f536575b1f9,Unknown,0,1,6,1845.0
2023-05-13,2023-05-13,c6cc473b65aa4979a6005841752cb0fa,Unknown,0,1,6,1421.0
2023-05-13,2023-05-13,30cfad57c94e4c309fa56a5be2e19416,Unknown,0,1,6,1535.0
2023-05-13,2023-05-13,2d4d05bb36da4e748d25a014d9af403d,Unknown,0,1,6,1549.0
2023-05-13,2023-05-13,80a812be5ddb4490bbdc6aef12d55dcb,Unknown,0,1,6,1728.0
2023-05-13,2023-05-13,f1eca870632b40bdb2c31c3b189a1d08,Unknown,0,1,7,1589.0
2023-05-13,2023-05-13,24e92b7e4ddf4a0a95143c404575de26,Unknown,0,1,7,1505.0
2023-05-13,2023-05-13,dfd6f16d2e144b188df0e66bda0236db,Unknown,0,1,7,2396.0
2023-05-13,2023-05-13,97b3529aa5b24be4899933e3831c4042,Unknown,0,1,7,1842.0
2023-05-13,2023-05-13,296f3e8d1e974acabb7dc92b04ccdeed,Unknown,0,1,7,1716.0
2023-05-13,2023-05-13,0fe1ba7af19d4f5483e8e290a93581b8,Unknown,0,1,7,1479.0
2023-05-13,2023-05-13,a5aae92f14a643e09c97af60d5cbc497,Unknown,0,1,7,1341.0
2023-05-13,2023-05-13,5b97d84084c14437af1963775691800f,Unknown,0,1,7,1678.0
2023-05-13,2023-05-13,ef3d0302a2dd442a8c29e146eabc49c9,Unknown,0,1,7,1507.0
2023-05-13,2023-05-13,f171280e2b51474686370addc7dcaa82,Unknown,0,1,7,1793.0
2023-05-13,2023-05-13,448f0d6b9b504b4ab4ace4524c4080ac,Unknown,0,1,8,1813.0
2023-05-13,2023-05-13,b953e6feb7844e24bd4c9fa9a409f0c4,Unknown,0,1,8,2042.0
2023-05-13,2023-05-13,de291a18dcec4171873475995e542302,Unknown,0,1,8,2403.0
2023-05-13,2023-05-13,a3e760d584594ceb8f732db47d70b8bd,Unknown,0,1,8,1988.0
2023-05-13,2023-05-13,ac5aac88475941328ef722b67bea1e37,Unknown,0,1,8,1990.0
2023-05-13,2023-05-13,a09af339bffe4408b339b6379bb85c4f,Unknown,0,1,8,2344.0
2023-05-13,2023-05-13,ece04ef9dd46405089010fc862969d37,Unknown,0,1,8,1468.0
2023-05-13,2023-05-13,c10fe0fe668a43639800ee43fb2e0ccb,Unknown,0,1,8,2155.0
2023-05-13,2023-05-13,2fda0a656ffe4bea9c9d6b47a912719f,Unknown,0,1,8,2291.0
2023-05-13,2023-05-13,a89b788eb5f84395ae39f0e3ccceab7b,Unknown,0,1,9,2074.0
2023-05-13,2023-05-13,e6580fb857294c8799d628a56717d492,Unknown,0,1,9,1520.0
2023-05-13,2023-05-13,dcea0e810f2a454ea4dd72bff1c2d726,Unknown,0,1,9,1819.0
2023-05-13,2023-05-13,f6a8e43734ba47188ea750bbb6ef08fc,Unknown,0,1,9,1846.0
2023-05-13,2023-05-13,50596c3140bd48e9b285e73b2ea3b0f1,Unknown,0,1,10,2726.0
2023-05-13,2023-05-13,8222f9ebd8c74a098b7f8cb1ea8a4f87,Unknown,0,1,10,2289.0
2023-05-13,2023-05-13,721ff0077f414ca2988934e86be1c84b,Unknown,0,1,10,2981.0
2023-05-13,2023-05-13,4f7c3185a6ca4a74b219338e09564d76,Unknown,0,1,11,2419.0
2023-05-13,2023-05-13,6692cee013ac447da2f6f125d6a5b154,Unknown,0,1,11,2234.0
2023-05-13,2023-05-13,448384fc2d4a4c24b3daefe772575afd,Unknown,0,1,11,2635.0
2023-05-13,2023-05-13,f09355a3b7544daea40afa122463f9cc,Unknown,0,1,11,2145.0
2023-05-13,2023-05-13,0c4c4444362f4a4bbac90b0c7a7ecd1f,Unknown,0,1,11,2741.0
2023-05-13,2023-05-13,6d68e09334404140ab1e4c290425a9d4,Unknown,0,1,13,2740.0
2023-05-13,2023-05-13,e81aa9672455458a952ff50406674d29,Unknown,0,1,13,2253.0
2023-05-13,2023-05-13,262bf8d6b0ee42b2af8155e18db59148,Unknown,0,1,13,3049.0
2023-05-13,2023-05-13,166c040ef1cb49f69fc811eda479ce05,Unknown,0,1,14,3100.0
2023-05-13,2023-05-13,cf086ec109a64b829d9187bac4cdd416,Unknown,0,1,14,2852.0
2023-05-13,2023-05-13,fa8d899d5f8f462b92d51ea1061020c7,Unknown,0,1,14,3464.0
2023-05-13,2023-05-13,e7a7e893c7f64dbcb44df8b1b234362d,Unknown,0,1,14,3346.0
2023-05-13,2023-05-13,a0f703c733b647c7b09e8096daf9f595,Unknown,0,1,14,4099.0
2023-05-13,2023-05-13,9c69b05e5e2643fea54a65e96e90d07f,Unknown,0,1,15,2874.0
2023-05-13,2023-05-13,f0f5f3ea44b64819a87e36b9288796c3,Unknown,0,1,15,3733.0
2023-05-13,2023-05-13,b1084f00453e4c8e84abf72bf425af2d,Unknown,0,1,15,3287.0
2023-05-13,2023-05-13,b7e476c9015342cea06fcf73eb47fd24,Unknown,0,1,15,3753.0
2023-05-13,2023-05-13,ae867afdbb3b46b58ae364285240c3c6,Unknown,0,1,15,3486.0
2023-05-13,2023-05-13,637b9eca442e4acb94a76b6bb13ca770,Unknown,0,1,15,3494.0
2023-05-13,2023-05-13,68af58664314465185e61175b107202d,Unknown,0,1,16,3459.0
2023-05-13,2023-05-13,c3a67fbb81044623b4d0c424627166a9,Unknown,0,1,16,3808.0
2023-05-13,2023-05-13,553604daee624673adb12128e1ceeaee,Unknown,0,1,16,4170.0
2023-05-13,2023-05-13,4f67a1cd7d4443dba70e5ddc07b38488,Unknown,0,1,16,3737.0
2023-05-13,2023-05-13,47740a17e6e04184b52b0d3ffad45b19,Unknown,0,1,18,4055.0
2023-05-13,2023-05-13,68f5fa558139405da2974a225a05be9c,Unknown,0,1,19,3716.0
2023-05-13,2023-05-13,e35db4a8bd5a478a9880d12b7e8d3b17,Unknown,0,1,20,4675.0
2023-05-13,2023-05-13,56b79bb3663e447ab52dc801cf0e15e4,Unknown,0,1,20,4941.0
2023-05-13,2023-05-13,a9341ea811a244ab80f1e16425b5135f,Unknown,0,1,21,5011.0
2023-05-13,2023-05-13,7aa5a0e76c1643db902d5f7170ce456f,Unknown,0,1,24,7238.0
2023-05-13,2023-05-13,5fbe722b2cb7406182bae664eca0363b,Unknown,0,1,26,6573.0
