dt,user_id,on_gold,spend_gold,earn_gold,on_diamond,spend_diamond,earn_diamond
2023-05-09,a0168512cea14f85b8fa684341f7af4c,1000,0,0,0,0,0
2023-05-09,62c3173a2e5a4f0cba4c60cc3e5e3412,6129,0,0,0,0,0
2023-05-09,90fe667f461240af8349e605e63d2de3,6130,0,0,0,0,0
2023-05-09,44f311f0b7e4481bab058ad320469532,500,0,0,0,0,0
2023-05-09,bc3bae1eb8884d3699161feac4b84c0e,500,0,0,0,0,0
2023-05-09,cd9ef7e3e274481e97c0e76dc1196560,500,0,0,0,0,0
2023-05-09,d873685615d64ba08fe413329a4e82ae,500,0,0,0,0,0
2023-05-09,6ce51f8e3a5c429295ce826b96e746e3,500,0,0,0,0,0
2023-05-09,37f7b529a9884ca9a03399fbc935e39f,500,0,0,0,0,0
2023-05-09,438aa2a911044758b65f1dc178f0154b,500,0,0,0,0,0
2023-05-09,cea795232d2d41b08d46b0a604e17bc6,500,0,0,0,0,0
2023-05-09,2267e24df9354541b20219b0a416a110,500,0,0,0,0,0
2023-05-09,85429b8cc9d64471bdd6f6efd1063274,500,0,0,0,0,0
2023-05-09,0525dd043033492ca39899ff063d1c4a,500,0,0,0,0,0
2023-05-09,e25e6013a4ae449e87430ce58073901b,500,0,0,0,0,0
2023-05-09,093f1584b112424aa2a159b31895a83d,500,0,0,0,0,0
2023-05-09,f44f11deafb340c1b7dfe670a3525c8e,6132,0,0,0,0,0
2023-05-09,8ccce495aa1e46e89f4df7aff8cf2e62,6136,0,0,0,0,0
2023-05-09,977418c28acc491ca90d6f63f776a218,4156,0,0,0,0,0
2023-05-09,3c5bc394ee4c4a3fbf6243f3b85807ab,6222,0,0,0,0,0
2023-05-09,f904e545955b48bb9a70099112f08e5d,6227,0,0,0,0,0
2023-05-09,71b846cf1d674b138380a9695cbdfdb2,600,0,0,0,0,0
2023-05-09,98ba3d6219c745e092c67521980eea75,2136,0,0,0,0,0
2023-05-09,f869c921c3614283ada1352759467b04,1625,0,0,0,0,0
2023-05-09,e703a709f01640fcadefbd7ec1b78602,1121,0,0,0,0,0
2023-05-09,fde2a72cefdb481c8557a6117e85f873,1123,0,0,0,0,0
2023-05-09,8bc11f6862df47ee84efd71431a867e4,100,0,0,0,0,0
2023-05-09,93c152a4a1a2499bba28f53ff645cc7b,1125,0,0,0,0,0
2023-05-09,87ed718152e14d0ba312bd7c0b2c6500,1126,0,0,0,0,0
2023-05-09,809ed65dc49d4f32abed6ab01a4d1501,8044,0,0,0,0,0
2023-05-09,d19a6400ced648ec8e7d6dc5a9d598c0,1135,0,1135,0,0,0
2023-05-09,173d706bdbf749c5887cd18493f14d85,6000,0,0,0,0,0
2023-05-09,1414536e52124489877c8639e83c61dc,114,0,0,0,0,0
2023-05-09,f0caa00bc8954800bafe0e01fc7f22b6,1139,0,0,0,0,0
2023-05-09,9809c8c9fd2341ab8ecde2af44e2d99e,1142,0,0,0,0,0
2023-05-09,755018ca855c4415bf4594fb54649af0,1147,0,0,0,0,0
2023-05-09,216661a9ed004e37b845e67e3af087d5,1150,0,0,0,0,0
2023-05-09,1289551529e84b399cc765d31ebbe914,8321,0,0,0,0,0
2023-05-09,ee2f8bbabbb14005b4b92269fb703ca3,6289,0,0,0,0,0
2023-05-09,5a05e8bdc061451ab25ae5d8115bd397,8087,0,0,0,0,0
2023-05-09,0d65e4540d4b41bb948d833389af8ec0,8617,0,0,0,0,0
2023-05-09,e34d8664a0d54132a08f9766d0c00e40,8106,0,0,0,0,0
2023-05-09,072e3e1b6b794a89846112642c29ec7d,8122,0,0,0,0,0
2023-05-09,8f2e599044274a93b26247d4d535435f,6590,0,0,0,0,0
2023-05-09,283ae5f3b9dc4c759c177270fc4949c7,8127,0,0,0,0,0
2023-05-09,68d477f9ed484a1d9d78995be865309a,8138,0,0,0,0,0
2023-05-09,c82539d0bf26450e87daf973b5c772ef,6100,0,0,0,0,0
2023-05-09,a03d771fce834334a789f9bd7ea828ce,6100,0,0,0,0,0
2023-05-09,f2ebf36d067148878bab4d44c74d8406,6106,0,0,0,0,0
2023-05-09,0e5fa228700c4e5fa1133c7a03638d4a,6364,0,0,0,0,0
2023-05-09,18fbee70cd644256bc122fef1eb17f79,738,0,0,0,0,0
2023-05-09,4d61a0e6486f42549bc5982bcf0b9796,6115,0,0,0,0,0
2023-05-09,57993af7d0b844e78b683384754f6ce7,6116,0,0,0,0,0
2023-05-09,ffc98d2eb7714e0ba5d3fd5f4fb3cbdf,6116,0,0,0,0,0
2023-05-09,3d30191c4775443fa029a8d34c52d617,6116,0,0,0,0,0
2023-05-09,139b333cd9af484caddb68d6c67d6503,1000,0,0,0,0,0
2023-05-09,8a3c9cdb901c4eb6a86199952c0068a1,1000,0,0,0,0,0
2023-05-09,c6101ad14ef3497681e3996cc830538c,1000,0,0,0,0,0
2023-05-09,5646372c9ded4195ac2cd414cf989adb,1000,0,0,0,0,0
2023-05-09,572a948208274ef39dbf5494c7efd9c8,1000,0,0,0,0,0
2023-05-09,9ea6a52adb344f40a81da2c08f26a9bc,1000,0,0,0,0,0
2023-05-09,e0425de4a040498b93def87d2f9155cd,1000,0,0,0,0,0
2023-05-09,5c5e993a3baf4ad1abf9c16b0a7b1a23,1000,0,0,0,0,0
2023-05-09,1e3ad309889c4ebe80d92150ecd5749e,1000,0,0,0,0,0
2023-05-09,d96ba13dfb484ff49907f4022e7e133b,1000,0,0,0,0,0
2023-05-09,c76cd89a3b2041fd8b7345289abdbd3e,6121,0,0,0,0,0
2023-05-09,b1d279d15c704c89b965bb60651e9654,6125,0,0,0,0,0
2023-05-09,0948366622924b259763f0cdcebbbd21,500,0,0,0,0,0
2023-05-09,340999f9e6b749be822f642d79c587e2,500,0,0,0,0,0
2023-05-09,7db335164e4c46928ef7897ea917b591,500,0,0,0,0,0
2023-05-09,1118330de1dd4eed9c49bc7ccea2e837,500,0,0,0,0,0
2023-05-09,40bc4fc070344e5e853769da1704e926,500,0,0,0,0,0
2023-05-09,bc1a445eed9043e7aa7933174ff3ad3c,500,0,0,0,0,0
2023-05-09,bc316e0415b1451eab5216be526611e0,500,0,0,0,0,0
2023-05-09,e02de8cadaa440b2879705a50e40c265,500,0,0,0,0,0
2023-05-09,b255888f6c0f4bf79171a9c542548424,500,0,0,0,0,0
2023-05-09,e09ab7864f0546cf9b6452c086f57e7b,500,0,0,0,0,0
2023-05-09,7dd43d9106da4f54897b2bef63019665,500,0,0,0,0,0
2023-05-09,df0decac0d614147b8350c5679e37081,500,0,0,0,0,0
2023-05-09,12087f081ea74e80a5fd05bc448fb5e5,500,0,0,0,0,0
2023-05-09,629ab16d4c1d4949ab4b0037ffe70fd0,500,0,0,0,0,0
2023-05-09,08630abd8fad4ced8134a51b7ae0b810,500,0,0,0,0,0
2023-05-09,b7ac869be01b4f52859d30c365073220,500,0,0,0,0,0
2023-05-09,07a9f437fcb04e0bbebc6894207802f8,500,0,500,0,0,0
2023-05-09,d167ace15fad4712b912b692f5eb0ef1,6146,0,0,0,0,0
2023-05-09,266b75af92e54f7eb356b84126889e95,6146,0,5000,0,0,0
2023-05-09,c85c19ba9d98490584e5c9af5f76abdd,8197,0,0,0,0,0
2023-05-09,6d481e08e2cd4e0baba037b2ba127e81,1328,0,0,0,0,0
2023-05-09,97a555f5440249f69ce1f859a1db167b,5937,0,0,0,0,0
2023-05-09,840dd64b23744038a8dbd859ae426cd9,8782,0,0,0,0,0
2023-05-09,ccaaf4725ba541d38de8b13f3fa96189,6223,0,0,0,0,0
2023-05-09,f684681612e843b486ec96d1bbbbf7cb,1108,0,0,0,0,0
2023-05-09,978daecbd64a4015b08abce17598c85c,6228,0,0,0,0,0
2023-05-09,2b6bab92c80c435383a6ab8900b93f61,1109,0,0,0,0,0
2023-05-09,2778c252699f40d6b2e9f34bc4638349,1110,0,0,0,0,0
2023-05-09,60764b32d3a74698a0d42ea3f3ec4ae5,6487,0,0,0,0,0
2023-05-09,545bcc42ef1647b993f0cc90115fbaf5,1119,0,0,0,0,0
2023-05-09,24d8e405d6994684b8c2e4fe48eede91,1128,0,0,0,0,0
2023-05-09,25ede6c5eb514080b7b21f88baea4b2a,6251,0,0,0,0,0
2023-05-09,691087f9a84642568a38e5a7905da939,6508,0,0,0,0,0
2023-05-09,98d6e1c7ca90419bbd16900fbc148865,6253,0,0,0,0,0
2023-05-09,de55a3b2f5f9442b857824ba8e1dc238,1134,0,0,0,0,0
2023-05-09,c2f45a3c5dcc48ad8587000d40194ec6,623,0,0,0,0,0
2023-05-09,a8d93da25084493796e796ee3b7f75b6,6000,0,0,0,0,0
2023-05-09,b0ae80108ca049189263306d2f3d4046,6257,0,6502,0,0,0
2023-05-09,a224b5fe41e145b1b1c231015c19f476,1138,0,0,0,0,0
2023-05-09,97fa0451d1e74fd8986e533bc0496776,1144,0,0,0,0,0
2023-05-09,cc7e5d51bd8f44cfaab09bc2ca99c886,6521,0,0,0,0,0
2023-05-09,c84740f7b16144a895e783d3f4d9eb8a,7033,0,0,0,0,0
2023-05-09,654de1988e2a4e09a6820c45bc51fdb0,6529,0,0,0,0,0
2023-05-09,77685bf1f4e64283af7c9734604b31fa,6275,0,0,0,0,0
2023-05-09,994522840ad54212a6b95e760cbfc6d3,6794,30,6824,0,0,0
2023-05-09,484ef0f7732e42fd9750852f886020e0,6811,0,0,0,0,0
2023-05-09,bfd3c4696d2c4685a9a16fb8809ba303,6847,0,0,0,0,0
2023-05-09,51f0f7bb408e4c76a4aaedd7c22a92ed,8136,0,0,0,0,0
2023-05-09,b866563e9a5545d6ba74a3a4e657ba1b,1226,0,0,0,0,0
2023-05-09,c31cda750adf46da83119009969e60c2,6102,0,0,0,0,0
2023-05-09,3846f95f8e694dc2a03ee79430a50d9b,6102,0,0,0,0,0
2023-05-09,e19c0111217e42a4a22e6653104ec5c7,6105,0,0,0,0,0
2023-05-09,4ff314a5284e4c7eae099fd320021d97,6370,0,0,0,0,0
2023-05-09,c020a42dea4d4a9e99866660fe0e8e87,7397,0,0,0,0,0
2023-05-09,6ef6b06383e047bc996ec4e88f40fdb2,6119,0,0,0,0,0
2023-05-09,9eb0cd7a028e4c0385113ff785aadad8,1000,0,0,0,0,0
2023-05-09,d0096665de794fac94be59ff501ca0b8,1000,0,0,0,0,0
2023-05-09,550dde13d4594a8fa5720d9dc463254b,1000,0,0,0,0,0
2023-05-09,cf483ffcfa8e40a9958839f6adc70354,1000,0,0,0,0,0
2023-05-09,cab27024b178458eaeb9403932f9fc42,1000,0,0,0,0,0
2023-05-09,f639f1a74a8442e0828ed4889f02fbee,1000,0,0,0,0,0
2023-05-09,e6c2f2e94eef4aeb91e57e25c3ad12b5,1000,0,0,0,0,0
2023-05-09,944a097e95dc4aafb228beb65b7bb950,1000,0,0,0,0,0
2023-05-09,fb1c0534328b43b48dc8ac437f013339,1000,0,0,0,0,0
2023-05-09,99d9b5c2350d41fc8df7bfc61095b45b,1000,0,0,0,0,0
2023-05-09,6ea0136877114f6a8c2aa08b83d31ebd,1000,0,0,0,0,0
2023-05-09,0a9dc724f26a483f8af13a429d67f775,1000,0,0,0,0,0
2023-05-09,9d6d85e6d24e4939ab2982be99bfef66,1000,0,0,0,0,0
2023-05-09,5f240fa9f03b4255a1f27b41369ba796,1000,0,0,0,0,0
2023-05-09,d4e39e2b26db48f8b0db31e1066017fb,1000,0,0,0,0,0
2023-05-09,9720b569c7094b76acc6d19e9df94a89,1000,0,0,0,0,0
2023-05-09,6f3a5f50f67d4d8187a7c457b0ee2ea0,1000,0,0,0,0,0
2023-05-09,65ebf85f87f443a3a309854bb18cd374,1000,0,0,0,0,0
2023-05-09,c08bed9c8fdc4641b4b4791d833b6e61,1000,0,0,0,0,0
2023-05-09,ee6677d5bccc489c9fdf6d748ae7211c,6122,0,0,0,0,0
2023-05-09,19a2198fe149465d8d1286d272783e2d,8690,0,0,0,0,0
2023-05-09,1dee259fbdb2432696b11260f7d6b795,6131,0,0,0,0,0
2023-05-09,35ffd1611628427b8747e66740fb4065,500,0,0,0,0,0
2023-05-09,51e1e59f8b41459eb1c8d1106238cee0,500,0,0,0,0,0
2023-05-09,1451fa7753184187bf70322b5748782b,500,0,0,0,0,0
2023-05-09,5d36276107ae4374be0ed44d44b2ba51,500,0,0,0,0,0
2023-05-09,5165d0f9fa4a4833921dfb01f78c5bd5,500,0,0,0,0,0
2023-05-09,0758f9e81dce48a2a8d49ef08401cbe5,500,0,0,0,0,0
2023-05-09,34a93d7df9b14566910b6e16cbabfc5a,500,0,0,0,0,0
2023-05-09,8fdfd6734e504a19bdb59e17d3a2c4a6,500,0,0,0,0,0
2023-05-09,db8e7b8142f34560bb45637ab4574d48,500,0,0,0,0,0
2023-05-09,1b70eec310f9436ba64fd4639299c714,500,0,0,0,0,0
2023-05-09,ef0e42e4841c4353b873e86484fbfa2c,500,0,0,0,0,0
2023-05-09,cfc337d2b2ad4faea00e0d3be8f4e5ce,500,0,0,0,0,0
2023-05-09,7d446af7912748e389466ecf1f2e52f8,500,0,0,0,0,0
2023-05-09,12a3cc848d354e3e9d9ac67703178202,500,0,0,0,0,0
2023-05-09,89ac91c2eb2740938c67f1d494b74de0,500,0,0,0,0,0
2023-05-09,e4058e266b8846f3a76ce41b65bfcdff,500,0,0,0,0,0
2023-05-09,b4c825beef5b4363b2244bb2f59a9b5b,500,0,0,0,0,0
2023-05-09,516ce58e009f4ea39533404781f892f4,6133,0,0,0,0,0
2023-05-09,2b2c105b516b4a2bb41b4bec85583013,1017,0,0,0,0,0
2023-05-09,2609a016372a41d1a064dccbc3d48752,6137,0,0,0,0,0
2023-05-09,f887235cb7d64cad907cbbaaf3f11256,6138,0,0,0,0,0
2023-05-09,ca31b3b3fe674857a9f9b2a3eaa0f738,6144,0,0,0,0,0
2023-05-09,1e096d80a4674254910754b973f71020,6149,0,0,0,0,0
2023-05-09,b87c71b4204f4ca9a0f34fe06190bda5,8219,0,0,0,0,0
2023-05-09,033a883b86a44c16b0bc2429e33bf2bd,3623,0,0,0,0,0
2023-05-09,e57393ef03044b37bd609fda02b3546a,6185,200,6385,0,0,0
2023-05-09,edd86a8d6af14ae39f9426a7b8284909,6200,0,0,0,0,0
2023-05-09,19f4cbc737e04b4ab4aef2083ccf307f,10317,0,0,0,0,0
2023-05-09,8c88c58f6f6146f2a7a2540d16b114b9,6483,0,0,0,0,0
2023-05-09,251b8b5a873746f18a8ef3b3abd65ee5,8276,0,0,0,0,0
2023-05-09,212da6260f4545b2a66f43a87b78fdc5,1116,0,0,0,0,0
2023-05-09,5439046de70c48aab4f965336e3470dc,6236,0,0,0,0,0
2023-05-09,1193948999344fe8818c000f547beefe,1118,0,500,0,0,0
2023-05-09,fa7f0e6017e54b57b741b925bf90e668,3678,0,0,0,0,0
2023-05-09,721e2fc583ab418594ec7ba4eac805dc,100,0,0,0,0,0
2023-05-09,23ebe7109bdf40508f102a94fed1973b,100,0,0,0,0,0
2023-05-09,c50ac3ab7c5b476793c4013f41b44c55,1124,0,0,0,0,0
2023-05-09,fec33af94e564618be3ef19771565478,1126,0,0,0,0,0
2023-05-09,99031b96284c4c4e8ba06f89fd48b426,1129,0,0,0,0,0
2023-05-09,223fa5ca576d4ff291657bd72a6a7b9d,1143,0,0,0,0,0
2023-05-09,a651026438714643ae619366dccead5e,1146,0,0,0,0,0
2023-05-09,2ae4897729d14aa89068a275ba44d2b4,1149,0,0,0,0,0
2023-05-09,8e211effe6ad4ceeb2afe5977967be14,6014,0,0,0,0,0
2023-05-09,c4ff55195aef4bb6b8ddef859902fa9a,6528,0,0,0,0,0
2023-05-09,7317aa793b8c450a8a2650e8ffd68711,2189,0,0,0,0,0
2023-05-09,a738b620257f44689b9ee7da55cbc19a,6545,0,0,0,0,0
2023-05-09,cd19b04911f34fb3ac10cad410e68ff8,8343,0,0,0,0,0
